id,year,ymdh,station,color,original_path,original_filename,crop_filename,confidence,bbox_x,bbox_y,bbox_width,bbox_height,image_width,image_height,crop_width,crop_height
Turk,2022,202203290925,JC,1,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/Turk/JC/2022/COLOR/Robust marks/03.29-09.25/RCNX0717.JPG,RCNX0717.JPG,Turk_2022_202203290925_RCNX0717.jpg,0.8069018125534058,1611.4539794921875,37.937255859375,328.935791015625,505.7266845703125,3776,2124,328,505
Turk,2022,202203290925,JC,1,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/Turk/JC/2022/COLOR/Robust marks/03.29-09.25/RCNX0720.JPG,RCNX0720.JPG,Turk_2022_202203290925_RCNX0720.jpg,0.8072789907455444,1645.4093017578125,38.30025100708008,286.2904052734375,498.4797058105469,3776,2124,286,498
Turk,2022,202203290925,JC,1,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/Turk/JC/2022/COLOR/Robust marks/03.29-09.25/RCNX0725.JPG,RCNX0725.JPG,Turk_2022_202203290925_RCNX0725.jpg,0.8739544153213501,1671.03564453125,35.57100296020508,641.283935546875,1195.1380615234375,3776,2124,641,1195
Turk,2022,202203290925,JC,1,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/Turk/JC/2022/COLOR/Robust marks/03.29-09.25/RCNX0726.JPG,RCNX0726.JPG,Turk_2022_202203290925_RCNX0726.jpg,0.9185666441917419,1654.069580078125,36.648372650146484,523.9658203125,1253.60107421875,3776,2124,523,1253
Turk,2022,202203290925,JC,1,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/Turk/JC/2022/COLOR/Robust marks/03.29-09.25/RCNX0727.JPG,RCNX0727.JPG,Turk_2022_202203290925_RCNX0727.jpg,0.9201393723487854,1606.3565673828125,35.411930084228516,617.2318115234375,1120.389892578125,3776,2124,617,1120
Turk,2022,202203290925,JC,1,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/Turk/JC/2022/COLOR/Robust marks/03.29-09.25/RCNX0728.JPG,RCNX0728.JPG,Turk_2022_202203290925_RCNX0728.jpg,0.958306074142456,1630.40576171875,37.695228576660156,741.3955078125,1271.142333984375,3776,2124,741,1271
Turk,2022,202203290925,JC,1,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/Turk/JC/2022/COLOR/Robust marks/03.29-09.25/RCNX0729.JPG,RCNX0729.JPG,Turk_2022_202203290925_RCNX0729.jpg,0.9197224378585815,1636.7506103515625,35.809391021728516,732.3399658203125,1161.0665283203125,3776,2124,732,1161
Turk,2022,202203290925,JC,1,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/Turk/JC/2022/COLOR/Robust marks/03.29-09.25/RCNX0734.JPG,RCNX0734.JPG,Turk_2022_202203290925_RCNX0734.jpg,0.9487569332122803,1495.019287109375,434.55377197265625,740.445556640625,1160.052001953125,3776,2124,740,1160
Turk,2022,202203290925,JC,1,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/Turk/JC/2022/COLOR/Robust marks/03.29-09.25/RCNX0737.JPG,RCNX0737.JPG,Turk_2022_202203290925_RCNX0737.jpg,0.9411726593971252,1480.2969970703125,630.7546997070312,705.1964111328125,1140.19580078125,3776,2124,705,1140
Turk,2022,202203290925,JC,1,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/Turk/JC/2022/COLOR/Robust marks/03.29-09.25/RCNX0738.JPG,RCNX0738.JPG,Turk_2022_202203290925_RCNX0738.jpg,0.862557053565979,1726.0618896484375,35.610755920410156,349.0384521484375,567.4461059570312,3776,2124,349,567
