id,year,ymdh,station,color,original_path,original_filename,crop_filename,confidence,bbox_x,bbox_y,bbox_width,bbox_height,image_width,image_height,crop_width,crop_height
PA23-M2,2023,202302251120,PA,1,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/PA23-M2/PA/2023/COLOR/Robust marks/02.25-11.20/RCNX1711.JPG,RCNX1711.JPG,PA23-M2_2023_202302251120_RCNX1711.jpg,0.9455332159996033,2330.933349609375,1543.71728515625,982.07275390625,540.884521484375,3776,2124,982,540
PA23-M2,2023,202302251120,PA,1,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/PA23-M2/PA/2023/COLOR/Robust marks/02.25-11.20/RCNX1712.JPG,RCNX1712.JPG,PA23-M2_2023_202302251120_RCNX1712.jpg,0.9490824937820435,2156.91943359375,1552.613525390625,1127.168212890625,530.343505859375,3776,2124,1127,530
PA23-M2,2023,202302251120,PA,1,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/PA23-M2/PA/2023/COLOR/Robust marks/02.25-11.20/RCNX1713.JPG,RCNX1713.JPG,PA23-M2_2023_202302251120_RCNX1713.jpg,0.934027373790741,2136.193115234375,1581.1365966796875,1094.58837890625,503.5496826171875,3776,2124,1094,503
PA23-M2,2023,202302251120,PA,1,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/PA23-M2/PA/2023/COLOR/Robust marks/02.25-11.20/RCNX1714.JPG,RCNX1714.JPG,PA23-M2_2023_202302251120_RCNX1714.jpg,0.9408228397369385,2062.19775390625,1528.1634521484375,1110.129638671875,528.2396240234375,3776,2124,1110,528
PA23-M2,2023,202302251120,PA,1,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/PA23-M2/PA/2023/COLOR/Robust marks/02.25-11.20/RCNX1715.JPG,RCNX1715.JPG,PA23-M2_2023_202302251120_RCNX1715.jpg,0.9132733941078186,2038.986328125,1520.1485595703125,1120.34326171875,535.3065185546875,3776,2124,1120,535
PA23-M2,2023,202302251120,PA,1,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/PA23-M2/PA/2023/COLOR/Robust marks/02.25-11.20/RCNX1716.JPG,RCNX1716.JPG,PA23-M2_2023_202302251120_RCNX1716.jpg,0.9247415661811829,2104.780029296875,1556.3726806640625,1116.051513671875,501.8768310546875,3776,2124,1116,501
PA23-M2,2023,202302251120,PA,1,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/PA23-M2/PA/2023/COLOR/Robust marks/02.25-11.20/RCNX1717.JPG,RCNX1717.JPG,PA23-M2_2023_202302251120_RCNX1717.jpg,0.8318774104118347,2060.221923828125,1580.234375,1107.126220703125,501.30908203125,3776,2124,1107,501
PA23-M2,2023,202302251120,PA,1,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/PA23-M2/PA/2023/COLOR/Robust marks/02.25-11.20/RCNX1718.JPG,RCNX1718.JPG,PA23-M2_2023_202302251120_RCNX1718.jpg,0.8592955470085144,2169.959228515625,1558.6475830078125,1082.789306640625,525.7003173828125,3776,2124,1082,525
PA23-M2,2023,202302251120,PA,1,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/PA23-M2/PA/2023/COLOR/Robust marks/02.25-11.20/RCNX1719.JPG,RCNX1719.JPG,PA23-M2_2023_202302251120_RCNX1719.jpg,0.9091225266456604,2318.619140625,1495.8343505859375,859.07666015625,556.4547119140625,3776,2124,859,556
PA23-M2,2023,202302251120,PA,1,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/PA23-M2/PA/2023/COLOR/Robust marks/02.25-11.20/RCNX1720.JPG,RCNX1720.JPG,PA23-M2_2023_202302251120_RCNX1720.jpg,0.842200517654419,2074.857666015625,1437.9959716796875,427.25,444.2908935546875,3776,2124,427,444
PA23-M2,2023,202302251120,PA,1,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/PA23-M2/PA/2023/COLOR/Robust marks/02.25-11.20/RCNX1721.JPG,RCNX1721.JPG,PA23-M2_2023_202302251120_RCNX1721.jpg,0.9162644147872925,1056.1470947265625,1627.317138671875,390.76611328125,459.302490234375,3776,2124,390,459
PA23-M2,2023,202302251120,PA,1,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/PA23-M2/PA/2023/COLOR/Robust marks/02.25-11.20/RCNX1722.JPG,RCNX1722.JPG,PA23-M2_2023_202302251120_RCNX1722.jpg,0.88480144739151,894.1399536132812,1677.7178955078125,595.9645385742188,407.9713134765625,3776,2124,595,407
PA23-M2,2023,202302251120,PA,1,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/PA23-M2/PA/2023/COLOR/Robust marks/02.25-11.20/RCNX1723.JPG,RCNX1723.JPG,PA23-M2_2023_202302251120_RCNX1723.jpg,0.9165909886360168,792.6084594726562,1782.4957275390625,748.3340454101562,303.2425537109375,3776,2124,748,303
PA23-M2,2023,202302251120,PA,1,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/PA23-M2/PA/2023/COLOR/Robust marks/02.25-11.20/RCNX1724.JPG,RCNX1724.JPG,PA23-M2_2023_202302251120_RCNX1724.jpg,0.909447968006134,833.5989990234375,1808.621826171875,707.5455322265625,277.203857421875,3776,2124,707,277
PA23-M2,2023,202302251120,PA,1,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/PA23-M2/PA/2023/COLOR/Robust marks/02.25-11.20/RCNX1725.JPG,RCNX1725.JPG,PA23-M2_2023_202302251120_RCNX1725.jpg,0.9198406338691711,814.0238037109375,1788.79052734375,748.2950439453125,296.789306640625,3776,2124,748,296
PA23-M2,2023,202302251120,PA,1,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/PA23-M2/PA/2023/COLOR/Robust marks/02.25-11.20/RCNX1726.JPG,RCNX1726.JPG,PA23-M2_2023_202302251120_RCNX1726.jpg,0.926314115524292,812.1239624023438,1769.9906005859375,873.2467651367188,315.5738525390625,3776,2124,873,315
PA23-M2,2023,202302251120,PA,1,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/PA23-M2/PA/2023/COLOR/Robust marks/02.25-11.20/RCNX1727.JPG,RCNX1727.JPG,PA23-M2_2023_202302251120_RCNX1727.jpg,0.9293802976608276,869.62548828125,1808.4676513671875,1026.2601318359375,277.1763916015625,3776,2124,1026,277
PA23-M2,2023,202302251120,PA,1,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/PA23-M2/PA/2023/COLOR/Robust marks/02.25-11.20/RCNX1728.JPG,RCNX1728.JPG,PA23-M2_2023_202302251120_RCNX1728.jpg,0.9412119388580322,955.5396728515625,1783.71826171875,954.8974609375,301.96630859375,3776,2124,954,301
PA23-M2,2023,202302251120,PA,1,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/PA23-M2/PA/2023/COLOR/Robust marks/02.25-11.20/RCNX1729.JPG,RCNX1729.JPG,PA23-M2_2023_202302251120_RCNX1729.jpg,0.901807963848114,1308.9376220703125,1790.371337890625,949.2166748046875,295.835693359375,3776,2124,949,295
PA23-M2,2023,202302251120,PA,1,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/PA23-M2/PA/2023/COLOR/Robust marks/02.25-11.20/RCNX1730.JPG,RCNX1730.JPG,PA23-M2_2023_202302251120_RCNX1730.jpg,0.8134474754333496,1479.196044921875,1795.634521484375,900.09814453125,290.2197265625,3776,2124,900,290
PA23-M2,2023,202302251120,PA,1,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/PA23-M2/PA/2023/COLOR/Robust marks/02.25-11.20/RCNX1731.JPG,RCNX1731.JPG,PA23-M2_2023_202302251120_RCNX1731.jpg,0.8892146348953247,2403.30419921875,224.85137939453125,355.923583984375,794.6607666015625,3776,2124,355,794
PA23-M2,2023,202302251120,PA,1,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/PA23-M2/PA/2023/COLOR/Robust marks/02.25-11.20/RCNX1733.JPG,RCNX1733.JPG,PA23-M2_2023_202302251120_RCNX1733.jpg,0.8384678959846497,2435.275390625,199.72134399414062,303.933349609375,903.6939697265625,3776,2124,303,903
PA23-M2,2023,202302251120,PA,1,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/PA23-M2/PA/2023/COLOR/Robust marks/02.25-11.20/RCNX1735.JPG,RCNX1735.JPG,PA23-M2_2023_202302251120_RCNX1735.jpg,0.8772507905960083,2403.0849609375,352.18487548828125,366.62353515625,851.9118041992188,3776,2124,366,851
PA23-M2,2023,202302251120,PA,1,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/PA23-M2/PA/2023/COLOR/Robust marks/02.25-11.20/RCNX1746.JPG,RCNX1746.JPG,PA23-M2_2023_202302251120_RCNX1746.jpg,0.8854950666427612,1834.22412109375,1773.1868896484375,385.21728515625,312.6920166015625,3776,2124,385,312
PA23-M2,2023,202302251120,PA,1,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/PA23-M2/PA/2023/COLOR/Robust marks/02.25-11.20/RCNX1751.JPG,RCNX1751.JPG,PA23-M2_2023_202302251120_RCNX1751.jpg,0.9398475885391235,1875.8817138671875,1252.494384765625,795.7884521484375,832.991943359375,3776,2124,795,832
PA23-M2,2023,202302251120,PA,1,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/PA23-M2/PA/2023/COLOR/Robust marks/02.25-11.20/RCNX1758.JPG,RCNX1758.JPG,PA23-M2_2023_202302251120_RCNX1758.jpg,0.9236415028572083,2312.58203125,1357.9161376953125,811.598876953125,728.7266845703125,3776,2124,811,728
PA23-M2,2023,202302251120,PA,1,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/PA23-M2/PA/2023/COLOR/Robust marks/02.25-11.20/RCNX1759.JPG,RCNX1759.JPG,PA23-M2_2023_202302251120_RCNX1759.jpg,0.9219532012939453,2235.289794921875,948.3977661132812,1079.517822265625,1135.594482421875,3776,2124,1079,1135
