id,year,ymdh,station,color,original_path,original_filename,crop_filename,confidence,bbox_x,bbox_y,bbox_width,bbox_height,image_width,image_height,crop_width,crop_height
LH23-M1,2023,202302160842,LH,1,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/LH23-M1/LH/2023/COLOR/Robust marks/02.16-08.42/RCNX2581.JPG,RCNX2581.JPG,LH23-M1_2023_202302160842_RCNX2581.jpg,0.8624885678291321,0.6115636825561523,1287.0545654296875,805.832763671875,798.3814697265625,3776,2124,805,798
LH23-M1,2023,202302160842,LH,1,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/LH23-M1/LH/2023/COLOR/Robust marks/02.16-08.42/RCNX2582.JPG,RCNX2582.JPG,LH23-M1_2023_202302160842_RCNX2582.jpg,0.9094954133033752,0.24588584899902344,1289.4097900390625,805.6420288085938,796.3729248046875,3776,2124,805,796
LH23-M1,2023,202302160842,LH,1,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/LH23-M1/LH/2023/COLOR/Robust marks/02.16-08.42/RCNX2583.JPG,RCNX2583.JPG,LH23-M1_2023_202302160842_RCNX2583.jpg,0.9211116433143616,0.38140439987182617,1290.1114501953125,805.4021606445312,795.8458251953125,3776,2124,805,795
LH23-M1,2023,202302160842,LH,1,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/LH23-M1/LH/2023/COLOR/Robust marks/02.16-08.42/RCNX2584.JPG,RCNX2584.JPG,LH23-M1_2023_202302160842_RCNX2584.jpg,0.9248634576797485,-0.06507253646850586,1217.21044921875,820.8681640625,868.101806640625,3776,2124,820,868
LH23-M1,2023,202302160842,LH,1,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/LH23-M1/LH/2023/COLOR/Robust marks/02.16-08.42/RCNX2585.JPG,RCNX2585.JPG,LH23-M1_2023_202302160842_RCNX2585.jpg,0.9154081344604492,-0.3822484016418457,1201.2039794921875,805.3359985351562,884.4683837890625,3776,2124,805,884
LH23-M1,2023,202302160842,LH,1,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/LH23-M1/LH/2023/COLOR/Robust marks/02.16-08.42/RCNX2586.JPG,RCNX2586.JPG,LH23-M1_2023_202302160842_RCNX2586.jpg,0.9155895709991455,-0.35948848724365234,1199.2880859375,805.9360961914062,886.64013671875,3776,2124,805,886
LH23-M1,2023,202302160842,LH,1,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/LH23-M1/LH/2023/COLOR/Robust marks/02.16-08.42/RCNX2587.JPG,RCNX2587.JPG,LH23-M1_2023_202302160842_RCNX2587.jpg,0.9172001481056213,-0.4067807197570801,1201.3955078125,809.767822265625,884.544921875,3776,2124,809,884
LH23-M1,2023,202302160842,LH,1,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/LH23-M1/LH/2023/COLOR/Robust marks/02.16-08.42/RCNX2588.JPG,RCNX2588.JPG,LH23-M1_2023_202302160842_RCNX2588.jpg,0.9202404022216797,-0.5783944129943848,1198.0867919921875,807.5465698242188,887.6270751953125,3776,2124,807,887
LH23-M1,2023,202302160842,LH,1,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/LH23-M1/LH/2023/COLOR/Robust marks/02.16-08.42/RCNX2589.JPG,RCNX2589.JPG,LH23-M1_2023_202302160842_RCNX2589.jpg,0.9247817397117615,-0.21634578704833984,1199.982421875,808.9112548828125,885.51318359375,3776,2124,808,885
LH23-M1,2023,202302160842,LH,1,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/LH23-M1/LH/2023/COLOR/Robust marks/02.16-08.42/RCNX2590.JPG,RCNX2590.JPG,LH23-M1_2023_202302160842_RCNX2590.jpg,0.9315303564071655,-0.343902587890625,1199.6844482421875,809.604248046875,885.7418212890625,3776,2124,809,885
