id,year,ymdh,station,color,original_path,original_filename,crop_filename,confidence,bbox_x,bbox_y,bbox_width,bbox_height,image_width,image_height,crop_width,crop_height
Turk,2022,202203130720,JC,1,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/Turk/JC/2022/COLOR/Robust marks/03.13-07.20/RCNX0671.JPG,RCNX0671.JPG,Turk_2022_202203130720_RCNX0671.jpg,0.8009692430496216,1614.72802734375,520.8882446289062,553.151611328125,1289.24072265625,3776,2124,553,1289
Turk,2022,202203130720,JC,1,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/Turk/JC/2022/COLOR/Robust marks/03.13-07.20/RCNX0710.JPG,RCNX0710.JPG,Turk_2022_202203130720_RCNX0710.jpg,0.879849910736084,1456.5257568359375,40.84282684326172,680.7847900390625,1477.0035400390625,3776,2124,680,1477
Turk,2022,202203130720,JC,1,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/Turk/JC/2022/COLOR/Robust marks/03.13-07.20/RCNX0712.JPG,RCNX0712.JPG,Turk_2022_202203130720_RCNX0712.jpg,0.8862869739532471,1494.4334716796875,89.69198608398438,620.0147705078125,1412.2696533203125,3776,2124,620,1412
Turk,2022,202203130720,JC,1,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/Turk/JC/2022/COLOR/Robust marks/03.13-07.20/RCNX0715.JPG,RCNX0715.JPG,Turk_2022_202203130720_RCNX0715.jpg,0.8350769281387329,1493.95263671875,338.0612487792969,642.5361328125,1332.225341796875,3776,2124,642,1332
Turk,2022,202203130720,JC,1,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/Turk/JC/2022/COLOR/Robust marks/03.13-07.20/RCNX0717.JPG,RCNX0717.JPG,Turk_2022_202203130720_RCNX0717.jpg,0.8213338851928711,1491.447265625,617.5889282226562,657.590087890625,1105.6708984375,3776,2124,657,1105
Turk,2022,202203130720,JC,1,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/Turk/JC/2022/COLOR/Robust marks/03.13-07.20/RCNX0718.JPG,RCNX0718.JPG,Turk_2022_202203130720_RCNX0718.jpg,0.9078130125999451,791.638916015625,834.6819458007812,1071.661376953125,644.2051391601562,3776,2124,1071,644
Turk,2022,202203130720,JC,1,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/Turk/JC/2022/COLOR/Robust marks/03.13-07.20/RCNX0719.JPG,RCNX0719.JPG,Turk_2022_202203130720_RCNX0719.jpg,0.9276970624923706,1722.1986083984375,38.97154998779297,321.4888916015625,587.4276123046875,3776,2124,321,587
Turk,2022,202203130720,JC,1,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/Turk/JC/2022/COLOR/Robust marks/03.13-07.20/RCNX0720.JPG,RCNX0720.JPG,Turk_2022_202203130720_RCNX0720.jpg,0.9386703968048096,1694.91259765625,38.256858825683594,340.00048828125,606.6070556640625,3776,2124,340,606
Turk,2022,202203130720,JC,1,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/Turk/JC/2022/COLOR/Robust marks/03.13-07.20/RCNX0721.JPG,RCNX0721.JPG,Turk_2022_202203130720_RCNX0721.jpg,0.9058056473731995,1639.56396484375,453.1697692871094,534.827392578125,1284.86572265625,3776,2124,534,1284
Turk,2022,202203130720,JC,1,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/Turk/JC/2022/COLOR/Robust marks/03.13-07.20/RCNX0722.JPG,RCNX0722.JPG,Turk_2022_202203130720_RCNX0722.jpg,0.8388767242431641,1495.018798828125,294.81182861328125,616.88818359375,1283.01904296875,3776,2124,616,1283
